Method,Nodes,Cyclomatic Complexity
org/assertj/core/internal/ExtendedByTypesComparator.<init>,17,1
org/assertj/core/internal/ExtendedByTypesComparator.<init>,19,1
org/assertj/core/internal/ExtendedByTypesComparator.compare,70,8
org/assertj/core/internal/ExtendedByTypesComparator.getComparator,7,1
org/assertj/core/internal/ExtendedByTypesComparator.toString,33,2
org/assertj/core/internal/Integers.<clinit>,9,1
org/assertj/core/internal/Integers.instance,6,1
org/assertj/core/internal/Integers.<init>,9,1
org/assertj/core/internal/Integers.<init>,10,1
org/assertj/core/internal/Integers.zero,7,1
org/assertj/core/internal/Integers.one,7,1
org/assertj/core/internal/Integers.absDiff,12,1
org/assertj/core/internal/Integers.isGreaterThan,15,2
org/assertj/core/internal/Integers.one,7,1
org/assertj/core/internal/Integers.isGreaterThan,11,1
org/assertj/core/internal/Integers.zero,7,1
org/assertj/core/internal/Integers.absDiff,11,1
org/assertj/core/internal/Classes.<clinit>,9,1
org/assertj/core/internal/Classes.<init>,19,1
org/assertj/core/internal/Classes.instance,6,1
org/assertj/core/internal/Classes.assertIsAssignableFrom,84,5
org/assertj/core/internal/Classes.assertIsNotInterface,23,2
org/assertj/core/internal/Classes.assertIsInterface,23,2
org/assertj/core/internal/Classes.assertIsNotAnnotation,23,2
org/assertj/core/internal/Classes.assertIsAnnotation,23,2
org/assertj/core/internal/Classes.assertIsFinal,24,2
org/assertj/core/internal/Classes.assertIsPublic,26,2
org/assertj/core/internal/Classes.assertIsProtected,26,2
org/assertj/core/internal/Classes.assertIsNotFinal,24,2
org/assertj/core/internal/Classes.assertContainsAnnotations,68,4
org/assertj/core/internal/Classes.assertHasPublicFields,66,4
org/assertj/core/internal/Classes.assertHasOnlyPublicFields,117,7
org/assertj/core/internal/Classes.noMissingElement,35,3
org/assertj/core/internal/Classes.assertHasDeclaredFields,66,4
org/assertj/core/internal/Classes.assertHasOnlyDeclaredFields,121,7
org/assertj/core/internal/Classes.fieldsToName,37,2
org/assertj/core/internal/Classes.assertHasMethods,21,1
org/assertj/core/internal/Classes.assertHasDeclaredMethods,21,1
org/assertj/core/internal/Classes.doAssertHasMethods,69,4
org/assertj/core/internal/Classes.assertHasPublicMethods,120,5
org/assertj/core/internal/Classes.getMethodsWithModifier,42,3
org/assertj/core/internal/Classes.noNonMatchingModifier,52,4
org/assertj/core/internal/Classes.hasPublicMethods,41,3
org/assertj/core/internal/Classes.methodsToName,35,2
org/assertj/core/internal/Classes.methodsToNameAndModifier,48,2
org/assertj/core/internal/Classes.getAllMethods,45,2
org/assertj/core/internal/Classes.filterSyntheticMembers,46,3
org/assertj/core/internal/Classes.assertNotNull,11,1
org/assertj/core/internal/Classes.classParameterIsNotNull,11,1
org/assertj/core/internal/Diff.<init>,7,1
org/assertj/core/internal/Diff.diff,13,1
org/assertj/core/internal/Diff.diff,13,1
org/assertj/core/internal/Diff.diff,13,1
org/assertj/core/internal/Diff.diff,11,1
org/assertj/core/internal/Diff.diff,13,1
org/assertj/core/internal/Diff.readerFor,13,1
org/assertj/core/internal/Diff.readerFor,12,1
org/assertj/core/internal/Diff.diff,66,2
org/assertj/core/internal/Diff.linesFromBufferedReader,31,2
org/assertj/core/internal/InputStreamsException.<init>,10,1
org/assertj/core/internal/InputStreamsException.<init>,11,1
org/assertj/core/internal/ExtendedByTypesComparator$1.<init>,9,1
org/assertj/core/internal/ExtendedByTypesComparator$1.compare,16,2
org/assertj/core/internal/ExtendedByTypesComparator$1.toString,6,1
org/assertj/core/internal/ObjectArrays.<clinit>,9,1
org/assertj/core/internal/ObjectArrays.instance,6,1
org/assertj/core/internal/ObjectArrays.<init>,10,1
org/assertj/core/internal/ObjectArrays.<init>,32,1
org/assertj/core/internal/ObjectArrays.setArrays,10,1
org/assertj/core/internal/ObjectArrays.getComparator,8,1
org/assertj/core/internal/ObjectArrays.getComparisonStrategy,8,1
org/assertj/core/internal/ObjectArrays.assertNullOrEmpty,14,1
org/assertj/core/internal/ObjectArrays.assertEmpty,14,1
org/assertj/core/internal/ObjectArrays.assertNotEmpty,14,1
org/assertj/core/internal/ObjectArrays.assertHasSize,15,1
org/assertj/core/internal/ObjectArrays.assertHasSameSizeAs,13,1
org/assertj/core/internal/ObjectArrays.assertHasSameSizeAs,13,1
org/assertj/core/internal/ObjectArrays.assertContains,15,1
org/assertj/core/internal/ObjectArrays.assertContains,16,1
org/assertj/core/internal/ObjectArrays.assertDoesNotContain,16,1
org/assertj/core/internal/ObjectArrays.assertContainsOnly,15,1
org/assertj/core/internal/ObjectArrays.assertContainsExactly,15,1
org/assertj/core/internal/ObjectArrays.assertContainsExactlyInAnyOrder,15,1
org/assertj/core/internal/ObjectArrays.assertContainsOnlyOnce,15,1
org/assertj/core/internal/ObjectArrays.assertContainsOnlyNulls,14,1
org/assertj/core/internal/ObjectArrays.assertContainsSequence,15,1
org/assertj/core/internal/ObjectArrays.assertDoesNotContainSequence,15,1
org/assertj/core/internal/ObjectArrays.assertContainsSubsequence,15,1
org/assertj/core/internal/ObjectArrays.assertDoesNotContainSubsequence,15,1
org/assertj/core/internal/ObjectArrays.assertDoesNotContain,15,1
org/assertj/core/internal/ObjectArrays.assertDoesNotContainAnyElementsOf,22,1
org/assertj/core/internal/ObjectArrays.assertDoesNotHaveDuplicates,14,1
org/assertj/core/internal/ObjectArrays.assertStartsWith,15,1
org/assertj/core/internal/ObjectArrays.assertEndsWith,16,1
org/assertj/core/internal/ObjectArrays.assertEndsWith,15,1
org/assertj/core/internal/ObjectArrays.assertIsSubsetOf,15,1
org/assertj/core/internal/ObjectArrays.assertContainsNull,14,1
org/assertj/core/internal/ObjectArrays.assertDoesNotContainNull,14,1
org/assertj/core/internal/ObjectArrays.assertAre,17,1
org/assertj/core/internal/ObjectArrays.assertAreNot,17,1
org/assertj/core/internal/ObjectArrays.assertHave,17,1
org/assertj/core/internal/ObjectArrays.assertDoNotHave,17,1
org/assertj/core/internal/ObjectArrays.assertAreAtLeast,18,1
org/assertj/core/internal/ObjectArrays.assertAreAtMost,18,1
org/assertj/core/internal/ObjectArrays.assertAreExactly,18,1
org/assertj/core/internal/ObjectArrays.assertHaveAtLeast,18,1
org/assertj/core/internal/ObjectArrays.assertHaveAtMost,18,1
org/assertj/core/internal/ObjectArrays.assertHaveExactly,18,1
org/assertj/core/internal/ObjectArrays.assertHasAtLeastOneElementOfType,69,4
org/assertj/core/internal/ObjectArrays.assertHasOnlyElementsOfType,52,3
org/assertj/core/internal/ObjectArrays.assertHasOnlyElementsOfTypes,15,1
org/assertj/core/internal/ObjectArrays.assertDoesNotHaveAnyElementsOfTypes,114,6
org/assertj/core/internal/ObjectArrays.assertIsSorted,14,1
org/assertj/core/internal/ObjectArrays.assertIsSortedAccordingToComparator,13,1
org/assertj/core/internal/ObjectArrays.assertContainsAll,15,1
org/assertj/core/internal/ObjectArrays.assertContainsAnyOf,15,1
org/assertj/core/util/FailureMessages.actualIsEmpty,9,1
org/assertj/core/util/FailureMessages.actualIsNull,9,1
org/assertj/core/util/FailureMessages.<init>,7,1
org/assertj/core/util/ArrayWrapperList.wrap,27,2
org/assertj/core/util/ArrayWrapperList.<init>,14,1
org/assertj/core/util/ArrayWrapperList.get,14,1
org/assertj/core/util/ArrayWrapperList.checkIsInRange,45,3
org/assertj/core/util/ArrayWrapperList.size,8,1
org/assertj/core/util/ArrayWrapperList.getComponentType,9,1
org/assertj/core/util/FloatComparator.<init>,14,1
org/assertj/core/util/FloatComparator.getEpsilon,7,1
org/assertj/core/util/FloatComparator.compareNonNull,30,3
org/assertj/core/util/FloatComparator.closeEnough,19,2
org/assertj/core/util/FloatComparator.complexCloseEnough,76,7
org/assertj/core/util/FloatComparator.hashCode,10,1
org/assertj/core/util/FloatComparator.equals,47,5
org/assertj/core/util/FloatComparator.compare,9,1
org/assertj/core/util/FloatComparator.compareNonNull,11,1
org/assertj/core/util/diff/InsertDelta.<init>,11,1
org/assertj/core/util/diff/InsertDelta.applyTo,48,2
org/assertj/core/util/diff/InsertDelta.verify,27,2
org/assertj/core/util/diff/InsertDelta.getType,6,1
org/assertj/core/util/diff/Delta$TYPE.<clinit>,50,1
org/assertj/core/util/diff/Delta$TYPE.<init>,9,1
org/assertj/core/util/diff/Delta$TYPE.values,20,1
org/assertj/core/util/diff/Delta$TYPE.valueOf,9,1
org/assertj/core/util/diff/Patch.<init>,16,1
org/assertj/core/util/diff/Patch.applyTo,43,2
org/assertj/core/util/diff/Patch.addDelta,12,1
org/assertj/core/util/diff/Patch.getDeltas,13,1
org/assertj/core/util/diff/DeltaComparator.<clinit>,9,1
org/assertj/core/util/diff/DeltaComparator.<init>,7,1
org/assertj/core/util/diff/DeltaComparator.compare,38,3
org/assertj/core/util/diff/DeltaComparator.compare,11,1
org/assertj/core/util/diff/DiffUtils.<clinit>,8,1
org/assertj/core/util/diff/DiffUtils.<init>,7,1
org/assertj/core/util/diff/DiffUtils.diff,11,1
org/assertj/core/util/diff/DiffUtils.diff,54,4
org/assertj/core/util/diff/DiffUtils.patch,8,1
org/assertj/core/util/diff/DiffUtils.parseUnifiedDiff,420,25
org/assertj/core/util/diff/DiffUtils.generateUnifiedDiff,194,5
org/assertj/core/util/diff/DiffUtils.processDeltas,350,9
org/assertj/core/util/diff/DiffUtils.getDeltaText,76,3
org/assertj/core/util/diff/Chunk.<init>,19,1
org/assertj/core/util/diff/Chunk.verify,60,3
org/assertj/core/util/diff/Chunk.getPosition,7,1
org/assertj/core/util/diff/Chunk.getLines,7,1
org/assertj/core/util/diff/Chunk.size,8,1
org/assertj/core/util/diff/Chunk.last,12,1
org/assertj/core/util/diff/Chunk.hashCode,51,2
org/assertj/core/util/diff/Chunk.equals,79,8
org/assertj/core/util/diff/Chunk.toString,25,1
org/assertj/core/util/diff/DeleteDelta.<init>,11,1
org/assertj/core/util/diff/DeleteDelta.applyTo,43,2
org/assertj/core/util/diff/DeleteDelta.getType,6,1
org/assertj/core/util/diff/DeleteDelta.verify,11,1
org/assertj/core/util/diff/Delta.<init>,49,3
org/assertj/core/util/diff/Delta.verify,2,1
org/assertj/core/util/diff/Delta.applyTo,2,1
org/assertj/core/util/diff/Delta.getType,2,1
org/assertj/core/util/diff/Delta.getOriginal,7,1
org/assertj/core/util/diff/Delta.getRevised,7,1
org/assertj/core/util/diff/Delta.hashCode,52,3
org/assertj/core/util/diff/Delta.equals,98,10
org/assertj/core/util/diff/Delta.lineNumber,10,1
org/assertj/core/util/diff/Delta.toString,9,1
org/assertj/core/util/diff/DiffAlgorithm.diff,2,1
org/assertj/core/util/diff/ChangeDelta.<init>,11,1
org/assertj/core/util/diff/ChangeDelta.applyTo,78,3
org/assertj/core/util/diff/ChangeDelta.verify,33,2
org/assertj/core/util/diff/ChangeDelta.getType,6,1
org/assertj/core/util/diff/myers/PathNode.<init>,24,1
org/assertj/core/util/diff/myers/PathNode.isSnake,2,1
org/assertj/core/util/diff/myers/PathNode.isBootstrap,16,3
org/assertj/core/util/diff/myers/PathNode.previousSnake,31,4
org/assertj/core/util/diff/myers/PathNode.toString,72,2
org/assertj/core/util/diff/myers/MyersDiff$1.<init>,12,1
org/assertj/core/util/diff/myers/MyersDiff$1.equals,8,1
org/assertj/core/util/diff/myers/MyersDiff.<init>,17,1
org/assertj/core/util/diff/myers/MyersDiff.diff,62,4
org/assertj/core/util/diff/myers/MyersDiff.buildPath,283,14
org/assertj/core/util/diff/myers/MyersDiff.equals,10,1
org/assertj/core/util/diff/myers/MyersDiff.buildRevision,210,14
org/assertj/core/util/diff/myers/MyersDiff.copyOfRange,12,1
org/assertj/core/util/diff/myers/DiffNode.<init>,21,2
org/assertj/core/util/diff/myers/DiffNode.isSnake,6,1
org/assertj/core/util/diff/myers/Snake.<init>,12,1
org/assertj/core/util/diff/myers/Snake.isSnake,6,1
org/assertj/core/util/diff/myers/Equalizer.equals,2,1
org/assertj/core/util/Maps.format,9,1
org/assertj/core/util/Maps.format,9,1
org/assertj/core/util/Maps.newHashMap,19,1
org/assertj/core/util/Maps.<init>,7,1
org/assertj/core/util/introspection/IntrospectionError.<init>,10,1
org/assertj/core/util/introspection/IntrospectionError.<init>,11,1
org/assertj/core/util/introspection/FieldUtils.<init>,7,1
org/assertj/core/util/introspection/FieldUtils.getField,172,9
org/assertj/core/util/introspection/FieldUtils.readField,9,1
org/assertj/core/util/introspection/FieldUtils.readField,44,4
org/assertj/core/util/introspection/FieldUtils.readField,60,3
org/assertj/core/util/introspection/FieldSupport.<clinit>,43,1
org/assertj/core/util/introspection/FieldSupport.extraction,6,1
org/assertj/core/util/introspection/FieldSupport.comparison,6,1
org/assertj/core/util/introspection/FieldSupport.<init>,16,1
org/assertj/core/util/introspection/FieldSupport.isAllowedToUsePrivateFields,7,1
org/assertj/core/util/introspection/FieldSupport.setAllowUsingPrivateFields,10,1
org/assertj/core/util/introspection/FieldSupport.fieldValues,49,3
org/assertj/core/util/introspection/FieldSupport.fieldValues,10,1
org/assertj/core/util/introspection/FieldSupport.fieldValues,11,1
org/assertj/core/util/introspection/FieldSupport.simpleFieldValues,48,3
org/assertj/core/util/introspection/FieldSupport.popFieldNameFrom,22,2
org/assertj/core/util/introspection/FieldSupport.nextFieldNameFrom,23,2
org/assertj/core/util/introspection/FieldSupport.isNestedField,22,4
org/assertj/core/util/introspection/FieldSupport.fieldValue,48,3
org/assertj/core/util/introspection/FieldSupport.readSimpleField,110,2
org/assertj/core/util/introspection/FieldSupport.isAllowedToRead,16,2
org/assertj/core/util/introspection/FieldSupport.values,20,1
org/assertj/core/util/introspection/FieldSupport.valueOf,9,1
org/assertj/core/util/introspection/MemberUtils.<init>,7,1
org/assertj/core/util/introspection/MemberUtils.setAccessibleWorkaround,47,6
org/assertj/core/util/introspection/MemberUtils.isPackageAccess,14,2
org/assertj/core/util/introspection/MemberUtils.isAccessible,19,4
org/assertj/core/util/introspection/PropertyOrFieldSupport.<clinit>,23,1
org/assertj/core/util/introspection/PropertyOrFieldSupport.<init>,19,1
org/assertj/core/util/introspection/PropertyOrFieldSupport.<init>,19,1
org/assertj/core/util/introspection/PropertyOrFieldSupport.setAllowUsingPrivateFields,11,1
org/assertj/core/util/introspection/PropertyOrFieldSupport.getValueOf,91,6
org/assertj/core/util/introspection/PropertyOrFieldSupport.getSimpleValue,65,2
org/assertj/core/util/introspection/PropertyOrFieldSupport.popNameFrom,20,2
org/assertj/core/util/introspection/PropertyOrFieldSupport.nextNameFrom,21,2
org/assertj/core/util/introspection/PropertyOrFieldSupport.isNested,28,4
org/assertj/core/util/introspection/PropertySupport.<clinit>,9,1
org/assertj/core/util/introspection/PropertySupport.instance,6,1
org/assertj/core/util/introspection/PropertySupport.<init>,9,1
org/assertj/core/util/introspection/PropertySupport.propertyValues,51,3
org/assertj/core/util/introspection/PropertySupport.propertyValueOf,10,1
org/assertj/core/util/introspection/PropertySupport.simplePropertyValues,48,3
org/assertj/core/util/introspection/PropertySupport.popPropertyNameFrom,22,2
org/assertj/core/util/introspection/PropertySupport.nextPropertyNameFrom,23,2
org/assertj/core/util/introspection/PropertySupport.isNestedProperty,22,4
org/assertj/core/util/introspection/PropertySupport.propertyValue,79,2
org/assertj/core/util/introspection/PropertySupport.propertyValueOf,63,4
org/assertj/core/util/introspection/PropertySupport.propertyValues,10,1
org/assertj/core/util/introspection/PropertySupport.publicGetterExistsFor,23,2
org/assertj/core/util/introspection/Introspection.getPropertyGetter,59,3
org/assertj/core/util/introspection/Introspection.propertyNotFoundErrorMessage,76,3
org/assertj/core/util/introspection/Introspection.findGetter,53,2
org/assertj/core/util/introspection/Introspection.findMethod,51,3
org/assertj/core/util/introspection/Introspection.<init>,9,1
org/assertj/core/util/introspection/MethodSupport.<init>,7,1
org/assertj/core/util/introspection/MethodSupport.methodResultFor,27,1
org/assertj/core/util/introspection/MethodSupport.invokeMethod,22,2
org/assertj/core/util/introspection/MethodSupport.findMethod,42,2
org/assertj/core/util/introspection/MethodSupport.prepareMethodNotFoundException,26,1
org/assertj/core/util/introspection/MethodSupport.assertHasReturnType,36,2
org/assertj/core/util/introspection/ClassUtils.<init>,7,1
org/assertj/core/util/introspection/ClassUtils.getAllSuperclasses,46,3
org/assertj/core/util/introspection/ClassUtils.getAllInterfaces,27,2
org/assertj/core/util/introspection/ClassUtils.getAllInterfaces,60,4
org/assertj/core/util/Arrays.isArray,16,3
org/assertj/core/util/Arrays.isNullOrEmpty,15,3
org/assertj/core/util/Arrays.array,6,1
org/assertj/core/util/Arrays.array,43,3
org/assertj/core/util/Arrays.array,43,3
org/assertj/core/util/Arrays.array,59,4
org/assertj/core/util/Arrays.nonNullElementsIn,52,4
org/assertj/core/util/Arrays.hasOnlyNullElements,50,4
org/assertj/core/util/Arrays.isEmpty,13,2
org/assertj/core/util/Arrays.isObjectArray,16,3
org/assertj/core/util/Arrays.isArrayTypePrimitive,17,3
